_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
0.53,7.9
0.56,5.2
0.54,6
0.5,8
0.49,6.8
0.51,7.1
0.47,6.1
0.52,7.7
0.46,3
0.4,0.8
0.48,7.1
0.55,6.9
0.62,0.8
0.58,2.3
0.45,3.6
0.42,1.6
0.66,0.1
0.57,6
0.61,1.1
0.6,1.5
0.59,2.5
0.39,0.5
0.43,2.3
0.44,3
0.63,0.5
0.41,1.2
0.38,0.1
0.65,0.2
0.36,0.1
STANDARDAVIKELSE 0,0623695511721337 
MEDELVÄRDE 0,51235
AREA 1
SUMMA ANDELAR Innanför 512,35
SUMMA ANDELAR 1
